Plot Title: Utsjoki 2020-2021;;;;;;;
#;Date Time, GMT+03:00;Temp, °C (LGR S/N: 10754832, SEN S/N: 10754832);Coupler Detached (LGR S/N: 10754832);Coupler Attached (LGR S/N: 10754832);Host Connected (LGR S/N: 10754832);Stopped (LGR S/N: 10754832);End Of File (LGR S/N: 10754832)
4820;04.03.21 klo 09.00.00 ap.;0.051;;;;;
4821;04.03.21 klo 10.00.00 ap.;0.051;;;;;
4822;04.03.21 klo 11.00.00 ap.;0.051;;;;;
4823;04.03.21 klo 12.00.00 ip.;0.079;;;;;
4824;04.03.21 klo 01.00.00 ip.;0.079;;;;;
4825;04.03.21 klo 02.00.00 ip.;0.079;;;;;
4826;04.03.21 klo 03.00.00 ip.;0.079;;;;;
4827;04.03.21 klo 04.00.00 ip.;0.079;;;;;
4828;04.03.21 klo 05.00.00 ip.;0.051;;;;;
4829;04.03.21 klo 06.00.00 ip.;0.051;;;;;
4830;04.03.21 klo 07.00.00 ip.;0.051;;;;;
4831;04.03.21 klo 08.00.00 ip.;0.024;;;;;
4832;04.03.21 klo 09.00.00 ip.;0.024;;;;;
4833;04.03.21 klo 10.00.00 ip.;0.024;;;;;
4834;04.03.21 klo 11.00.00 ip.;0.024;;;;;
4835;04.04.21 klo 12.00.00 ap.;0.024;;;;;
4836;04.04.21 klo 01.00.00 ap.;0.024;;;;;
4837;04.04.21 klo 02.00.00 ap.;0.024;;;;;
4838;04.04.21 klo 03.00.00 ap.;0.024;;;;;
4839;04.04.21 klo 04.00.00 ap.;0.024;;;;;
4840;04.04.21 klo 05.00.00 ap.;0.024;;;;;
4841;04.04.21 klo 06.00.00 ap.;0.024;;;;;
4842;04.04.21 klo 07.00.00 ap.;0.024;;;;;
4843;04.04.21 klo 08.00.00 ap.;0.024;;;;;
4844;04.04.21 klo 09.00.00 ap.;0.024;;;;;
4845;04.04.21 klo 10.00.00 ap.;0.051;;;;;
4846;04.04.21 klo 11.00.00 ap.;0.051;;;;;
4847;04.04.21 klo 12.00.00 ip.;0.051;;;;;
4848;04.04.21 klo 01.00.00 ip.;0.051;;;;;
4849;04.04.21 klo 02.00.00 ip.;0.051;;;;;
4850;04.04.21 klo 03.00.00 ip.;0.051;;;;;
4851;04.04.21 klo 04.00.00 ip.;0.051;;;;;
4852;04.04.21 klo 05.00.00 ip.;0.051;;;;;
4853;04.04.21 klo 06.00.00 ip.;0.051;;;;;
4854;04.04.21 klo 07.00.00 ip.;0.024;;;;;
4855;04.04.21 klo 08.00.00 ip.;0.024;;;;;
4856;04.04.21 klo 09.00.00 ip.;0.024;;;;;
4857;04.04.21 klo 10.00.00 ip.;0.024;;;;;
4858;04.04.21 klo 11.00.00 ip.;0.024;;;;;
4859;04.05.21 klo 12.00.00 ap.;0.024;;;;;
4860;04.05.21 klo 01.00.00 ap.;0.024;;;;;
4861;04.05.21 klo 02.00.00 ap.;0.024;;;;;
4862;04.05.21 klo 03.00.00 ap.;0.024;;;;;
4863;04.05.21 klo 04.00.00 ap.;0.024;;;;;
4864;04.05.21 klo 05.00.00 ap.;0.024;;;;;
4865;04.05.21 klo 06.00.00 ap.;0.024;;;;;
4866;04.05.21 klo 07.00.00 ap.;0.024;;;;;
4867;04.05.21 klo 08.00.00 ap.;0.051;;;;;
4868;04.05.21 klo 09.00.00 ap.;0.051;;;;;
4869;04.05.21 klo 10.00.00 ap.;0.079;;;;;
4870;04.05.21 klo 11.00.00 ap.;0.079;;;;;
4871;04.05.21 klo 12.00.00 ip.;0.079;;;;;
4872;04.05.21 klo 01.00.00 ip.;0.079;;;;;
4873;04.05.21 klo 02.00.00 ip.;0.079;;;;;
4874;04.05.21 klo 03.00.00 ip.;0.079;;;;;
4875;04.05.21 klo 04.00.00 ip.;0.079;;;;;
4876;04.05.21 klo 05.00.00 ip.;0.051;;;;;
4877;04.05.21 klo 06.00.00 ip.;0.051;;;;;
4878;04.05.21 klo 07.00.00 ip.;0.051;;;;;
4879;04.05.21 klo 08.00.00 ip.;0.024;;;;;
4880;04.05.21 klo 09.00.00 ip.;0.024;;;;;
4881;04.05.21 klo 10.00.00 ip.;0.024;;;;;
4882;04.05.21 klo 11.00.00 ip.;0.024;;;;;
4883;04.06.21 klo 12.00.00 ap.;0.024;;;;;
4884;04.06.21 klo 01.00.00 ap.;0.024;;;;;
4885;04.06.21 klo 02.00.00 ap.;0.024;;;;;
4886;04.06.21 klo 03.00.00 ap.;0.024;;;;;
4887;04.06.21 klo 04.00.00 ap.;0.024;;;;;
4888;04.06.21 klo 05.00.00 ap.;0.024;;;;;
4889;04.06.21 klo 06.00.00 ap.;0.024;;;;;
4890;04.06.21 klo 07.00.00 ap.;0.024;;;;;
4891;04.06.21 klo 08.00.00 ap.;0.051;;;;;
4892;04.06.21 klo 09.00.00 ap.;0.051;;;;;
4893;04.06.21 klo 10.00.00 ap.;0.051;;;;;
4894;04.06.21 klo 11.00.00 ap.;0.079;;;;;
4895;04.06.21 klo 12.00.00 ip.;0.079;;;;;
4896;04.06.21 klo 01.00.00 ip.;0.079;;;;;
4897;04.06.21 klo 02.00.00 ip.;0.079;;;;;
4898;04.06.21 klo 03.00.00 ip.;0.079;;;;;
4899;04.06.21 klo 04.00.00 ip.;0.051;;;;;
4900;04.06.21 klo 05.00.00 ip.;0.051;;;;;
4901;04.06.21 klo 06.00.00 ip.;0.051;;;;;
4902;04.06.21 klo 07.00.00 ip.;0.051;;;;;
4903;04.06.21 klo 08.00.00 ip.;0.051;;;;;
4904;04.06.21 klo 09.00.00 ip.;0.024;;;;;
4905;04.06.21 klo 10.00.00 ip.;0.024;;;;;
4906;04.06.21 klo 11.00.00 ip.;0.024;;;;;
4907;04.07.21 klo 12.00.00 ap.;0.024;;;;;
4908;04.07.21 klo 01.00.00 ap.;0.024;;;;;
4909;04.07.21 klo 02.00.00 ap.;0.024;;;;;
4910;04.07.21 klo 03.00.00 ap.;0.024;;;;;
4911;04.07.21 klo 04.00.00 ap.;0.024;;;;;
4912;04.07.21 klo 05.00.00 ap.;0.024;;;;;
4913;04.07.21 klo 06.00.00 ap.;0.024;;;;;
4914;04.07.21 klo 07.00.00 ap.;0.024;;;;;
4915;04.07.21 klo 08.00.00 ap.;0.024;;;;;
4916;04.07.21 klo 09.00.00 ap.;0.051;;;;;
4917;04.07.21 klo 10.00.00 ap.;0.051;;;;;
4918;04.07.21 klo 11.00.00 ap.;0.079;;;;;
4919;04.07.21 klo 12.00.00 ip.;0.079;;;;;
4920;04.07.21 klo 01.00.00 ip.;0.107;;;;;
4921;04.07.21 klo 02.00.00 ip.;0.079;;;;;
4922;04.07.21 klo 03.00.00 ip.;0.079;;;;;
4923;04.07.21 klo 04.00.00 ip.;0.079;;;;;
4924;04.07.21 klo 05.00.00 ip.;0.079;;;;;
4925;04.07.21 klo 06.00.00 ip.;0.051;;;;;
4926;04.07.21 klo 07.00.00 ip.;0.051;;;;;
4927;04.07.21 klo 08.00.00 ip.;0.024;;;;;
4928;04.07.21 klo 09.00.00 ip.;0.024;;;;;
4929;04.07.21 klo 10.00.00 ip.;0.024;;;;;
4930;04.07.21 klo 11.00.00 ip.;0.024;;;;;
4931;04.08.21 klo 12.00.00 ap.;0.024;;;;;
4932;04.08.21 klo 01.00.00 ap.;0.024;;;;;
4933;04.08.21 klo 02.00.00 ap.;0.024;;;;;
4934;04.08.21 klo 03.00.00 ap.;0.024;;;;;
4935;04.08.21 klo 04.00.00 ap.;0.024;;;;;
4936;04.08.21 klo 05.00.00 ap.;0.024;;;;;
4937;04.08.21 klo 06.00.00 ap.;0.024;;;;;
4938;04.08.21 klo 07.00.00 ap.;0.024;;;;;
4939;04.08.21 klo 08.00.00 ap.;0.024;;;;;
4940;04.08.21 klo 09.00.00 ap.;0.024;;;;;
4941;04.08.21 klo 10.00.00 ap.;0.051;;;;;
4942;04.08.21 klo 11.00.00 ap.;0.051;;;;;
4943;04.08.21 klo 12.00.00 ip.;0.079;;;;;
4944;04.08.21 klo 01.00.00 ip.;0.079;;;;;
4945;04.08.21 klo 02.00.00 ip.;0.079;;;;;
4946;04.08.21 klo 03.00.00 ip.;0.079;;;;;
4947;04.08.21 klo 04.00.00 ip.;0.079;;;;;
4948;04.08.21 klo 05.00.00 ip.;0.079;;;;;
4949;04.08.21 klo 06.00.00 ip.;0.051;;;;;
4950;04.08.21 klo 07.00.00 ip.;0.051;;;;;
4951;04.08.21 klo 08.00.00 ip.;0.024;;;;;
4952;04.08.21 klo 09.00.00 ip.;0.024;;;;;
4953;04.08.21 klo 10.00.00 ip.;0.024;;;;;
4954;04.08.21 klo 11.00.00 ip.;0.024;;;;;
4955;04.09.21 klo 12.00.00 ap.;0.024;;;;;
4956;04.09.21 klo 01.00.00 ap.;0.024;;;;;
4957;04.09.21 klo 02.00.00 ap.;0.024;;;;;
4958;04.09.21 klo 03.00.00 ap.;0.024;;;;;
4959;04.09.21 klo 04.00.00 ap.;0.024;;;;;
4960;04.09.21 klo 05.00.00 ap.;0.024;;;;;
4961;04.09.21 klo 06.00.00 ap.;0.024;;;;;
4962;04.09.21 klo 07.00.00 ap.;0.024;;;;;
4963;04.09.21 klo 08.00.00 ap.;0.024;;;;;
4964;04.09.21 klo 09.00.00 ap.;0.024;;;;;
4965;04.09.21 klo 10.00.00 ap.;0.051;;;;;
4966;04.09.21 klo 11.00.00 ap.;0.051;;;;;
4967;04.09.21 klo 12.00.00 ip.;0.079;;;;;
4968;04.09.21 klo 01.00.00 ip.;0.079;;;;;
4969;04.09.21 klo 02.00.00 ip.;0.079;;;;;
4970;04.09.21 klo 03.00.00 ip.;0.079;;;;;
4971;04.09.21 klo 04.00.00 ip.;0.079;;;;;
4972;04.09.21 klo 05.00.00 ip.;0.079;;;;;
4973;04.09.21 klo 06.00.00 ip.;0.051;;;;;
4974;04.09.21 klo 07.00.00 ip.;0.051;;;;;
4975;04.09.21 klo 08.00.00 ip.;0.024;;;;;
4976;04.09.21 klo 09.00.00 ip.;0.024;;;;;
4977;04.09.21 klo 10.00.00 ip.;0.024;;;;;
4978;04.09.21 klo 11.00.00 ip.;0.024;;;;;
4979;04.10.21 klo 12.00.00 ap.;0.024;;;;;
4980;04.10.21 klo 01.00.00 ap.;0.024;;;;;
4981;04.10.21 klo 02.00.00 ap.;0.024;;;;;
4982;04.10.21 klo 03.00.00 ap.;0.024;;;;;
4983;04.10.21 klo 04.00.00 ap.;0.024;;;;;
4984;04.10.21 klo 05.00.00 ap.;0.024;;;;;
4985;04.10.21 klo 06.00.00 ap.;0.024;;;;;
4986;04.10.21 klo 07.00.00 ap.;0.024;;;;;
4987;04.10.21 klo 08.00.00 ap.;0.051;;;;;
4988;04.10.21 klo 09.00.00 ap.;0.051;;;;;
4989;04.10.21 klo 10.00.00 ap.;0.051;;;;;
4990;04.10.21 klo 11.00.00 ap.;0.079;;;;;
4991;04.10.21 klo 12.00.00 ip.;0.079;;;;;
4992;04.10.21 klo 01.00.00 ip.;0.079;;;;;
4993;04.10.21 klo 02.00.00 ip.;0.079;;;;;
4994;04.10.21 klo 03.00.00 ip.;0.079;;;;;
4995;04.10.21 klo 04.00.00 ip.;0.079;;;;;
4996;04.10.21 klo 05.00.00 ip.;0.079;;;;;
4997;04.10.21 klo 06.00.00 ip.;0.051;;;;;
4998;04.10.21 klo 07.00.00 ip.;0.051;;;;;
4999;04.10.21 klo 08.00.00 ip.;0.051;;;;;
5000;04.10.21 klo 09.00.00 ip.;0.024;;;;;
5001;04.10.21 klo 10.00.00 ip.;0.024;;;;;
5002;04.10.21 klo 11.00.00 ip.;0.024;;;;;
5003;04.11.21 klo 12.00.00 ap.;0.024;;;;;
5004;04.11.21 klo 01.00.00 ap.;0.024;;;;;
5005;04.11.21 klo 02.00.00 ap.;0.024;;;;;
5006;04.11.21 klo 03.00.00 ap.;0.024;;;;;
5007;04.11.21 klo 04.00.00 ap.;0.024;;;;;
5008;04.11.21 klo 05.00.00 ap.;0.024;;;;;
5009;04.11.21 klo 06.00.00 ap.;0.024;;;;;
5010;04.11.21 klo 07.00.00 ap.;0.024;;;;;
5011;04.11.21 klo 08.00.00 ap.;0.024;;;;;
5012;04.11.21 klo 09.00.00 ap.;0.051;;;;;
5013;04.11.21 klo 10.00.00 ap.;0.079;;;;;
5014;04.11.21 klo 11.00.00 ap.;0.079;;;;;
5015;04.11.21 klo 12.00.00 ip.;0.079;;;;;
5016;04.11.21 klo 01.00.00 ip.;0.079;;;;;
5017;04.11.21 klo 02.00.00 ip.;0.079;;;;;
5018;04.11.21 klo 03.00.00 ip.;0.079;;;;;
5019;04.11.21 klo 04.00.00 ip.;0.079;;;;;
5020;04.11.21 klo 05.00.00 ip.;0.079;;;;;
5021;04.11.21 klo 06.00.00 ip.;0.079;;;;;
5022;04.11.21 klo 07.00.00 ip.;0.051;;;;;
5023;04.11.21 klo 08.00.00 ip.;0.051;;;;;
5024;04.11.21 klo 09.00.00 ip.;0.024;;;;;
5025;04.11.21 klo 10.00.00 ip.;0.024;;;;;
5026;04.11.21 klo 11.00.00 ip.;0.024;;;;;
5027;04.12.21 klo 12.00.00 ap.;0.024;;;;;
5028;04.12.21 klo 01.00.00 ap.;0.024;;;;;
5029;04.12.21 klo 02.00.00 ap.;0.024;;;;;
5030;04.12.21 klo 03.00.00 ap.;0.024;;;;;
5031;04.12.21 klo 04.00.00 ap.;0.024;;;;;
5032;04.12.21 klo 05.00.00 ap.;0.024;;;;;
5033;04.12.21 klo 06.00.00 ap.;0.024;;;;;
5034;04.12.21 klo 07.00.00 ap.;0.024;;;;;
5035;04.12.21 klo 08.00.00 ap.;0.051;;;;;
5036;04.12.21 klo 09.00.00 ap.;0.051;;;;;
5037;04.12.21 klo 10.00.00 ap.;0.051;;;;;
5038;04.12.21 klo 11.00.00 ap.;0.079;;;;;
5039;04.12.21 klo 12.00.00 ip.;0.079;;;;;
5040;04.12.21 klo 01.00.00 ip.;0.079;;;;;
5041;04.12.21 klo 02.00.00 ip.;0.079;;;;;
5042;04.12.21 klo 03.00.00 ip.;0.107;;;;;
5043;04.12.21 klo 04.00.00 ip.;0.079;;;;;
5044;04.12.21 klo 05.00.00 ip.;0.079;;;;;
5045;04.12.21 klo 06.00.00 ip.;0.079;;;;;
5046;04.12.21 klo 07.00.00 ip.;0.051;;;;;
5047;04.12.21 klo 08.00.00 ip.;0.051;;;;;
5048;04.12.21 klo 09.00.00 ip.;0.024;;;;;
5049;04.12.21 klo 10.00.00 ip.;0.024;;;;;
5050;04.12.21 klo 11.00.00 ip.;0.024;;;;;
5051;04.13.21 klo 12.00.00 ap.;0.024;;;;;
5052;04.13.21 klo 01.00.00 ap.;0.024;;;;;
5053;04.13.21 klo 02.00.00 ap.;0.024;;;;;
5054;04.13.21 klo 03.00.00 ap.;0.024;;;;;
5055;04.13.21 klo 04.00.00 ap.;0.024;;;;;
5056;04.13.21 klo 05.00.00 ap.;0.024;;;;;
5057;04.13.21 klo 06.00.00 ap.;0.024;;;;;
5058;04.13.21 klo 07.00.00 ap.;0.024;;;;;
5059;04.13.21 klo 08.00.00 ap.;0.024;;;;;
5060;04.13.21 klo 09.00.00 ap.;0.051;;;;;
5061;04.13.21 klo 10.00.00 ap.;0.051;;;;;
5062;04.13.21 klo 11.00.00 ap.;0.079;;;;;
5063;04.13.21 klo 12.00.00 ip.;0.079;;;;;
5064;04.13.21 klo 01.00.00 ip.;0.079;;;;;
5065;04.13.21 klo 02.00.00 ip.;0.079;;;;;
5066;04.13.21 klo 03.00.00 ip.;0.079;;;;;
5067;04.13.21 klo 04.00.00 ip.;0.079;;;;;
5068;04.13.21 klo 05.00.00 ip.;0.079;;;;;
5069;04.13.21 klo 06.00.00 ip.;0.079;;;;;
5070;04.13.21 klo 07.00.00 ip.;0.051;;;;;
5071;04.13.21 klo 08.00.00 ip.;0.051;;;;;
5072;04.13.21 klo 09.00.00 ip.;0.024;;;;;
5073;04.13.21 klo 10.00.00 ip.;0.024;;;;;
5074;04.13.21 klo 11.00.00 ip.;0.024;;;;;
5075;04.14.21 klo 12.00.00 ap.;0.024;;;;;
5076;04.14.21 klo 01.00.00 ap.;0.024;;;;;
5077;04.14.21 klo 02.00.00 ap.;0.024;;;;;
5078;04.14.21 klo 03.00.00 ap.;0.024;;;;;
5079;04.14.21 klo 04.00.00 ap.;0.024;;;;;
5080;04.14.21 klo 05.00.00 ap.;0.024;;;;;
5081;04.14.21 klo 06.00.00 ap.;0.024;;;;;
5082;04.14.21 klo 07.00.00 ap.;0.024;;;;;
5083;04.14.21 klo 08.00.00 ap.;0.051;;;;;
5084;04.14.21 klo 09.00.00 ap.;0.051;;;;;
5085;04.14.21 klo 10.00.00 ap.;0.051;;;;;
5086;04.14.21 klo 11.00.00 ap.;0.079;;;;;
5087;04.14.21 klo 12.00.00 ip.;0.107;;;;;
5088;04.14.21 klo 01.00.00 ip.;0.107;;;;;
5089;04.14.21 klo 02.00.00 ip.;0.107;;;;;
5090;04.14.21 klo 03.00.00 ip.;0.107;;;;;
5091;04.14.21 klo 04.00.00 ip.;0.079;;;;;
5092;04.14.21 klo 05.00.00 ip.;0.079;;;;;
5093;04.14.21 klo 06.00.00 ip.;0.051;;;;;
5094;04.14.21 klo 07.00.00 ip.;0.051;;;;;
5095;04.14.21 klo 08.00.00 ip.;0.024;;;;;
5096;04.14.21 klo 09.00.00 ip.;0.024;;;;;
5097;04.14.21 klo 10.00.00 ip.;0.024;;;;;
5098;04.14.21 klo 11.00.00 ip.;0.024;;;;;
5099;04.15.21 klo 12.00.00 ap.;0.024;;;;;
5100;04.15.21 klo 01.00.00 ap.;0.024;;;;;
5101;04.15.21 klo 02.00.00 ap.;0.024;;;;;
5102;04.15.21 klo 03.00.00 ap.;0.024;;;;;
5103;04.15.21 klo 04.00.00 ap.;0.024;;;;;
5104;04.15.21 klo 05.00.00 ap.;0.024;;;;;
5105;04.15.21 klo 06.00.00 ap.;0.024;;;;;
5106;04.15.21 klo 07.00.00 ap.;0.024;;;;;
5107;04.15.21 klo 08.00.00 ap.;0.051;;;;;
5108;04.15.21 klo 09.00.00 ap.;0.051;;;;;
5109;04.15.21 klo 10.00.00 ap.;0.079;;;;;
5110;04.15.21 klo 11.00.00 ap.;0.079;;;;;
5111;04.15.21 klo 12.00.00 ip.;0.079;;;;;
5112;04.15.21 klo 01.00.00 ip.;0.079;;;;;
5113;04.15.21 klo 02.00.00 ip.;0.107;;;;;
5114;04.15.21 klo 03.00.00 ip.;0.107;;;;;
5115;04.15.21 klo 04.00.00 ip.;0.079;;;;;
5116;04.15.21 klo 05.00.00 ip.;0.079;;;;;
5117;04.15.21 klo 06.00.00 ip.;0.079;;;;;
5118;04.15.21 klo 07.00.00 ip.;0.051;;;;;
5119;04.15.21 klo 08.00.00 ip.;0.051;;;;;
5120;04.15.21 klo 09.00.00 ip.;0.024;;;;;
5121;04.15.21 klo 10.00.00 ip.;0.024;;;;;
5122;04.15.21 klo 11.00.00 ip.;0.024;;;;;
5123;04.16.21 klo 12.00.00 ap.;0.024;;;;;
5124;04.16.21 klo 01.00.00 ap.;0.024;;;;;
5125;04.16.21 klo 02.00.00 ap.;0.024;;;;;
5126;04.16.21 klo 03.00.00 ap.;0.024;;;;;
5127;04.16.21 klo 04.00.00 ap.;0.024;;;;;
5128;04.16.21 klo 05.00.00 ap.;0.024;;;;;
5129;04.16.21 klo 06.00.00 ap.;0.024;;;;;
5130;04.16.21 klo 07.00.00 ap.;0.051;;;;;
5131;04.16.21 klo 08.00.00 ap.;0.051;;;;;
5132;04.16.21 klo 09.00.00 ap.;0.079;;;;;
5133;04.16.21 klo 10.00.00 ap.;0.079;;;;;
5134;04.16.21 klo 11.00.00 ap.;0.107;;;;;
5135;04.16.21 klo 12.00.00 ip.;0.135;;;;;
5136;04.16.21 klo 01.00.00 ip.;0.107;;;;;
5137;04.16.21 klo 02.00.00 ip.;0.135;;;;;
5138;04.16.21 klo 03.00.00 ip.;0.135;;;;;
5139;04.16.21 klo 04.00.00 ip.;0.079;;;;;
5140;04.16.21 klo 05.00.00 ip.;0.079;;;;;
5141;04.16.21 klo 06.00.00 ip.;0.079;;;;;
5142;04.16.21 klo 07.00.00 ip.;0.051;;;;;
5143;04.16.21 klo 08.00.00 ip.;0.051;;;;;
5144;04.16.21 klo 09.00.00 ip.;0.051;;;;;
5145;04.16.21 klo 10.00.00 ip.;0.051;;;;;
5146;04.16.21 klo 11.00.00 ip.;0.051;;;;;
5147;04.17.21 klo 12.00.00 ap.;0.024;;;;;
5148;04.17.21 klo 01.00.00 ap.;0.051;;;;;
5149;04.17.21 klo 02.00.00 ap.;0.051;;;;;
5150;04.17.21 klo 03.00.00 ap.;0.024;;;;;
5151;04.17.21 klo 04.00.00 ap.;0.051;;;;;
5152;04.17.21 klo 05.00.00 ap.;0.024;;;;;
5153;04.17.21 klo 06.00.00 ap.;0.051;;;;;
5154;04.17.21 klo 07.00.00 ap.;0.051;;;;;
5155;04.17.21 klo 08.00.00 ap.;0.079;;;;;
5156;04.17.21 klo 09.00.00 ap.;0.079;;;;;
5157;04.17.21 klo 10.00.00 ap.;0.135;;;;;
5158;04.17.21 klo 11.00.00 ap.;0.135;;;;;
5159;04.17.21 klo 12.00.00 ip.;0.163;;;;;
5160;04.17.21 klo 01.00.00 ip.;0.218;;;;;
5161;04.17.21 klo 02.00.00 ip.;0.190;;;;;
5162;04.17.21 klo 03.00.00 ip.;0.190;;;;;
5163;04.17.21 klo 04.00.00 ip.;0.163;;;;;
5164;04.17.21 klo 05.00.00 ip.;0.163;;;;;
5165;04.17.21 klo 06.00.00 ip.;0.135;;;;;
5166;04.17.21 klo 07.00.00 ip.;0.107;;;;;
5167;04.17.21 klo 08.00.00 ip.;0.079;;;;;
5168;04.17.21 klo 09.00.00 ip.;0.079;;;;;
5169;04.17.21 klo 10.00.00 ip.;0.051;;;;;
5170;04.17.21 klo 11.00.00 ip.;0.051;;;;;
5171;04.18.21 klo 12.00.00 ap.;0.051;;;;;
5172;04.18.21 klo 01.00.00 ap.;0.024;;;;;
5173;04.18.21 klo 02.00.00 ap.;0.024;;;;;
5174;04.18.21 klo 03.00.00 ap.;0.024;;;;;
5175;04.18.21 klo 04.00.00 ap.;0.024;;;;;
5176;04.18.21 klo 05.00.00 ap.;0.024;;;;;
5177;04.18.21 klo 06.00.00 ap.;0.051;;;;;
5178;04.18.21 klo 07.00.00 ap.;0.051;;;;;
5179;04.18.21 klo 08.00.00 ap.;0.079;;;;;
5180;04.18.21 klo 09.00.00 ap.;0.079;;;;;
5181;04.18.21 klo 10.00.00 ap.;0.135;;;;;
5182;04.18.21 klo 11.00.00 ap.;0.163;;;;;
5183;04.18.21 klo 12.00.00 ip.;0.190;;;;;
5184;04.18.21 klo 01.00.00 ip.;0.218;;;;;
5185;04.18.21 klo 02.00.00 ip.;0.218;;;;;
5186;04.18.21 klo 03.00.00 ip.;0.218;;;;;
5187;04.18.21 klo 04.00.00 ip.;0.218;;;;;
5188;04.18.21 klo 05.00.00 ip.;0.218;;;;;
5189;04.18.21 klo 06.00.00 ip.;0.190;;;;;
5190;04.18.21 klo 07.00.00 ip.;0.135;;;;;
5191;04.18.21 klo 08.00.00 ip.;0.107;;;;;
5192;04.18.21 klo 09.00.00 ip.;0.079;;;;;
5193;04.18.21 klo 10.00.00 ip.;0.079;;;;;
5194;04.18.21 klo 11.00.00 ip.;0.079;;;;;
5195;04.19.21 klo 12.00.00 ap.;0.079;;;;;
5196;04.19.21 klo 01.00.00 ap.;0.051;;;;;
5197;04.19.21 klo 02.00.00 ap.;0.051;;;;;
5198;04.19.21 klo 03.00.00 ap.;0.051;;;;;
5199;04.19.21 klo 04.00.00 ap.;0.051;;;;;
5200;04.19.21 klo 05.00.00 ap.;0.051;;;;;
5201;04.19.21 klo 06.00.00 ap.;0.051;;;;;
5202;04.19.21 klo 07.00.00 ap.;0.079;;;;;
5203;04.19.21 klo 08.00.00 ap.;0.079;;;;;
5204;04.19.21 klo 09.00.00 ap.;0.107;;;;;
5205;04.19.21 klo 10.00.00 ap.;0.163;;;;;
5206;04.19.21 klo 11.00.00 ap.;0.218;;;;;
5207;04.19.21 klo 12.00.00 ip.;0.273;;;;;
5208;04.19.21 klo 01.00.00 ip.;0.329;;;;;
5209;04.19.21 klo 02.00.00 ip.;0.356;;;;;
5210;04.19.21 klo 03.00.00 ip.;0.384;;;;;
5211;04.19.21 klo 04.00.00 ip.;0.412;;;;;
5212;04.19.21 klo 05.00.00 ip.;0.384;;;;;
5213;04.19.21 klo 06.00.00 ip.;0.356;;;;;
5214;04.19.21 klo 07.00.00 ip.;0.329;;;;;
5215;04.19.21 klo 08.00.00 ip.;0.246;;;;;
5216;04.19.21 klo 09.00.00 ip.;0.218;;;;;
5217;04.19.21 klo 10.00.00 ip.;0.163;;;;;
5218;04.19.21 klo 11.00.00 ip.;0.135;;;;;
5219;04.20.21 klo 12.00.00 ap.;0.135;;;;;
5220;04.20.21 klo 01.00.00 ap.;0.135;;;;;
5221;04.20.21 klo 02.00.00 ap.;0.107;;;;;
5222;04.20.21 klo 03.00.00 ap.;0.107;;;;;
5223;04.20.21 klo 04.00.00 ap.;0.107;;;;;
5224;04.20.21 klo 05.00.00 ap.;0.107;;;;;
5225;04.20.21 klo 06.00.00 ap.;0.135;;;;;
5226;04.20.21 klo 07.00.00 ap.;0.135;;;;;
5227;04.20.21 klo 08.00.00 ap.;0.163;;;;;
5228;04.20.21 klo 09.00.00 ap.;0.190;;;;;
5229;04.20.21 klo 10.00.00 ap.;0.301;;;;;
5230;04.20.21 klo 11.00.00 ap.;0.412;;;;;
5231;04.20.21 klo 12.00.00 ip.;0.522;;;;;
5232;04.20.21 klo 01.00.00 ip.;0.632;;;;;
5233;04.20.21 klo 02.00.00 ip.;0.742;;;;;
5234;04.20.21 klo 03.00.00 ip.;0.825;;;;;
5235;04.20.21 klo 04.00.00 ip.;0.907;;;;;
5236;04.20.21 klo 05.00.00 ip.;0.880;;;;;
5237;04.20.21 klo 06.00.00 ip.;0.825;;;;;
5238;04.20.21 klo 07.00.00 ip.;0.742;;;;;
5239;04.20.21 klo 08.00.00 ip.;0.605;;;;;
5240;04.20.21 klo 09.00.00 ip.;0.495;;;;;
5241;04.20.21 klo 10.00.00 ip.;0.412;;;;;
5242;04.20.21 klo 11.00.00 ip.;0.356;;;;;
5243;04.21.21 klo 12.00.00 ap.;0.329;;;;;
5244;04.21.21 klo 01.00.00 ap.;0.329;;;;;
5245;04.21.21 klo 02.00.00 ap.;0.301;;;;;
5246;04.21.21 klo 03.00.00 ap.;0.301;;;;;
5247;04.21.21 klo 04.00.00 ap.;0.273;;;;;
5248;04.21.21 klo 05.00.00 ap.;0.273;;;;;
5249;04.21.21 klo 06.00.00 ap.;0.273;;;;;
5250;04.21.21 klo 07.00.00 ap.;0.301;;;;;
5251;04.21.21 klo 08.00.00 ap.;0.356;;;;;
5252;04.21.21 klo 09.00.00 ap.;0.467;;;;;
5253;04.21.21 klo 10.00.00 ap.;0.632;;;;;
5254;04.21.21 klo 11.00.00 ap.;0.770;;;;;
5255;04.21.21 klo 12.00.00 ip.;0.907;;;;;
5256;04.21.21 klo 01.00.00 ip.;1.099;;;;;
5257;04.21.21 klo 02.00.00 ip.;1.044;;;;;
5258;04.21.21 klo 03.00.00 ip.;1.153;;;;;
5259;04.21.21 klo 04.00.00 ip.;1.126;;;;;
5260;04.21.21 klo 05.00.00 ip.;1.208;;;;;
5261;04.21.21 klo 06.00.00 ip.;1.126;;;;;
5262;04.21.21 klo 07.00.00 ip.;0.989;;;;;
5263;04.21.21 klo 08.00.00 ip.;0.825;;;;;
5264;04.21.21 klo 09.00.00 ip.;0.715;;;;;
5265;04.21.21 klo 10.00.00 ip.;0.632;;;;;
