Plot Title: Utsjoki 2020-2021;;;;;;;
#;Date Time, GMT+03:00;Temp, °C (LGR S/N: 10754832, SEN S/N: 10754832);Coupler Detached (LGR S/N: 10754832);Coupler Attached (LGR S/N: 10754832);Host Connected (LGR S/N: 10754832);Stopped (LGR S/N: 10754832);End Of File (LGR S/N: 10754832)
2757;01.07.21 klo 10.00.00 ap.;0.024;;;;;
2758;01.07.21 klo 11.00.00 ap.;0.024;;;;;
2759;01.07.21 klo 12.00.00 ip.;0.024;;;;;
2760;01.07.21 klo 01.00.00 ip.;0.024;;;;;
2761;01.07.21 klo 02.00.00 ip.;0.024;;;;;
2762;01.07.21 klo 03.00.00 ip.;0.024;;;;;
2763;01.07.21 klo 04.00.00 ip.;0.024;;;;;
2764;01.07.21 klo 05.00.00 ip.;0.024;;;;;
2765;01.07.21 klo 06.00.00 ip.;0.024;;;;;
2766;01.07.21 klo 07.00.00 ip.;0.024;;;;;
2767;01.07.21 klo 08.00.00 ip.;0.024;;;;;
2768;01.07.21 klo 09.00.00 ip.;0.024;;;;;
2769;01.07.21 klo 10.00.00 ip.;0.024;;;;;
2770;01.07.21 klo 11.00.00 ip.;0.024;;;;;
2771;01.08.21 klo 12.00.00 ap.;0.024;;;;;
2772;01.08.21 klo 01.00.00 ap.;0.024;;;;;
2773;01.08.21 klo 02.00.00 ap.;0.024;;;;;
2774;01.08.21 klo 03.00.00 ap.;0.024;;;;;
2775;01.08.21 klo 04.00.00 ap.;0.024;;;;;
2776;01.08.21 klo 05.00.00 ap.;0.024;;;;;
2777;01.08.21 klo 06.00.00 ap.;0.024;;;;;
2778;01.08.21 klo 07.00.00 ap.;0.024;;;;;
2779;01.08.21 klo 08.00.00 ap.;0.024;;;;;
2780;01.08.21 klo 09.00.00 ap.;0.024;;;;;
2781;01.08.21 klo 10.00.00 ap.;0.024;;;;;
2782;01.08.21 klo 11.00.00 ap.;0.024;;;;;
2783;01.08.21 klo 12.00.00 ip.;0.024;;;;;
2784;01.08.21 klo 01.00.00 ip.;0.024;;;;;
2785;01.08.21 klo 02.00.00 ip.;0.024;;;;;
2786;01.08.21 klo 03.00.00 ip.;0.024;;;;;
2787;01.08.21 klo 04.00.00 ip.;0.024;;;;;
2788;01.08.21 klo 05.00.00 ip.;0.024;;;;;
2789;01.08.21 klo 06.00.00 ip.;0.024;;;;;
2790;01.08.21 klo 07.00.00 ip.;0.024;;;;;
2791;01.08.21 klo 08.00.00 ip.;0.024;;;;;
2792;01.08.21 klo 09.00.00 ip.;0.024;;;;;
2793;01.08.21 klo 10.00.00 ip.;0.024;;;;;
2794;01.08.21 klo 11.00.00 ip.;0.024;;;;;
2795;01.09.21 klo 12.00.00 ap.;0.024;;;;;
2796;01.09.21 klo 01.00.00 ap.;0.024;;;;;
2797;01.09.21 klo 02.00.00 ap.;0.024;;;;;
2798;01.09.21 klo 03.00.00 ap.;0.024;;;;;
2799;01.09.21 klo 04.00.00 ap.;0.024;;;;;
2800;01.09.21 klo 05.00.00 ap.;0.024;;;;;
2801;01.09.21 klo 06.00.00 ap.;0.024;;;;;
2802;01.09.21 klo 07.00.00 ap.;0.024;;;;;
2803;01.09.21 klo 08.00.00 ap.;0.024;;;;;
2804;01.09.21 klo 09.00.00 ap.;0.024;;;;;
2805;01.09.21 klo 10.00.00 ap.;0.024;;;;;
2806;01.09.21 klo 11.00.00 ap.;0.024;;;;;
2807;01.09.21 klo 12.00.00 ip.;0.024;;;;;
2808;01.09.21 klo 01.00.00 ip.;0.024;;;;;
2809;01.09.21 klo 02.00.00 ip.;0.024;;;;;
2810;01.09.21 klo 03.00.00 ip.;0.024;;;;;
2811;01.09.21 klo 04.00.00 ip.;0.024;;;;;
2812;01.09.21 klo 05.00.00 ip.;0.024;;;;;
2813;01.09.21 klo 06.00.00 ip.;0.024;;;;;
2814;01.09.21 klo 07.00.00 ip.;0.024;;;;;
2815;01.09.21 klo 08.00.00 ip.;0.024;;;;;
2816;01.09.21 klo 09.00.00 ip.;0.024;;;;;
2817;01.09.21 klo 10.00.00 ip.;0.024;;;;;
2818;01.09.21 klo 11.00.00 ip.;0.024;;;;;
2819;01.10.21 klo 12.00.00 ap.;0.024;;;;;
2820;01.10.21 klo 01.00.00 ap.;0.024;;;;;
2821;01.10.21 klo 02.00.00 ap.;0.024;;;;;
2822;01.10.21 klo 03.00.00 ap.;0.024;;;;;
2823;01.10.21 klo 04.00.00 ap.;0.024;;;;;
2824;01.10.21 klo 05.00.00 ap.;0.024;;;;;
2825;01.10.21 klo 06.00.00 ap.;0.024;;;;;
2826;01.10.21 klo 07.00.00 ap.;0.024;;;;;
2827;01.10.21 klo 08.00.00 ap.;0.024;;;;;
2828;01.10.21 klo 09.00.00 ap.;0.024;;;;;
2829;01.10.21 klo 10.00.00 ap.;0.024;;;;;
2830;01.10.21 klo 11.00.00 ap.;0.024;;;;;
2831;01.10.21 klo 12.00.00 ip.;0.024;;;;;
2832;01.10.21 klo 01.00.00 ip.;0.024;;;;;
2833;01.10.21 klo 02.00.00 ip.;0.024;;;;;
2834;01.10.21 klo 03.00.00 ip.;0.024;;;;;
2835;01.10.21 klo 04.00.00 ip.;0.024;;;;;
2836;01.10.21 klo 05.00.00 ip.;0.024;;;;;
2837;01.10.21 klo 06.00.00 ip.;0.024;;;;;
2838;01.10.21 klo 07.00.00 ip.;0.024;;;;;
2839;01.10.21 klo 08.00.00 ip.;0.024;;;;;
2840;01.10.21 klo 09.00.00 ip.;0.024;;;;;
2841;01.10.21 klo 10.00.00 ip.;0.024;;;;;
2842;01.10.21 klo 11.00.00 ip.;0.024;;;;;
2843;01.11.21 klo 12.00.00 ap.;0.024;;;;;
2844;01.11.21 klo 01.00.00 ap.;0.024;;;;;
2845;01.11.21 klo 02.00.00 ap.;0.024;;;;;
2846;01.11.21 klo 03.00.00 ap.;0.024;;;;;
2847;01.11.21 klo 04.00.00 ap.;0.024;;;;;
2848;01.11.21 klo 05.00.00 ap.;0.024;;;;;
2849;01.11.21 klo 06.00.00 ap.;0.024;;;;;
2850;01.11.21 klo 07.00.00 ap.;0.024;;;;;
2851;01.11.21 klo 08.00.00 ap.;0.024;;;;;
2852;01.11.21 klo 09.00.00 ap.;0.024;;;;;
2853;01.11.21 klo 10.00.00 ap.;0.024;;;;;
2854;01.11.21 klo 11.00.00 ap.;0.024;;;;;
2855;01.11.21 klo 12.00.00 ip.;0.024;;;;;
2856;01.11.21 klo 01.00.00 ip.;0.024;;;;;
2857;01.11.21 klo 02.00.00 ip.;0.024;;;;;
2858;01.11.21 klo 03.00.00 ip.;0.024;;;;;
2859;01.11.21 klo 04.00.00 ip.;0.024;;;;;
2860;01.11.21 klo 05.00.00 ip.;0.024;;;;;
2861;01.11.21 klo 06.00.00 ip.;0.024;;;;;
2862;01.11.21 klo 07.00.00 ip.;0.024;;;;;
2863;01.11.21 klo 08.00.00 ip.;0.024;;;;;
2864;01.11.21 klo 09.00.00 ip.;0.024;;;;;
2865;01.11.21 klo 10.00.00 ip.;0.024;;;;;
2866;01.11.21 klo 11.00.00 ip.;0.024;;;;;
2867;01.12.21 klo 12.00.00 ap.;0.024;;;;;
2868;01.12.21 klo 01.00.00 ap.;0.024;;;;;
2869;01.12.21 klo 02.00.00 ap.;0.024;;;;;
2870;01.12.21 klo 03.00.00 ap.;0.024;;;;;
2871;01.12.21 klo 04.00.00 ap.;0.024;;;;;
2872;01.12.21 klo 05.00.00 ap.;0.024;;;;;
2873;01.12.21 klo 06.00.00 ap.;0.024;;;;;
2874;01.12.21 klo 07.00.00 ap.;0.024;;;;;
2875;01.12.21 klo 08.00.00 ap.;0.024;;;;;
2876;01.12.21 klo 09.00.00 ap.;0.024;;;;;
2877;01.12.21 klo 10.00.00 ap.;0.024;;;;;
2878;01.12.21 klo 11.00.00 ap.;0.024;;;;;
2879;01.12.21 klo 12.00.00 ip.;0.024;;;;;
2880;01.12.21 klo 01.00.00 ip.;0.024;;;;;
2881;01.12.21 klo 02.00.00 ip.;0.024;;;;;
2882;01.12.21 klo 03.00.00 ip.;0.024;;;;;
2883;01.12.21 klo 04.00.00 ip.;0.024;;;;;
2884;01.12.21 klo 05.00.00 ip.;0.024;;;;;
2885;01.12.21 klo 06.00.00 ip.;0.024;;;;;
2886;01.12.21 klo 07.00.00 ip.;0.024;;;;;
2887;01.12.21 klo 08.00.00 ip.;0.024;;;;;
2888;01.12.21 klo 09.00.00 ip.;0.024;;;;;
2889;01.12.21 klo 10.00.00 ip.;0.024;;;;;
2890;01.12.21 klo 11.00.00 ip.;0.024;;;;;
2891;01.13.21 klo 12.00.00 ap.;0.024;;;;;
2892;01.13.21 klo 01.00.00 ap.;0.024;;;;;
2893;01.13.21 klo 02.00.00 ap.;0.024;;;;;
2894;01.13.21 klo 03.00.00 ap.;0.024;;;;;
2895;01.13.21 klo 04.00.00 ap.;0.024;;;;;
2896;01.13.21 klo 05.00.00 ap.;0.024;;;;;
2897;01.13.21 klo 06.00.00 ap.;0.024;;;;;
2898;01.13.21 klo 07.00.00 ap.;0.024;;;;;
2899;01.13.21 klo 08.00.00 ap.;0.024;;;;;
2900;01.13.21 klo 09.00.00 ap.;0.024;;;;;
2901;01.13.21 klo 10.00.00 ap.;0.024;;;;;
2902;01.13.21 klo 11.00.00 ap.;0.024;;;;;
2903;01.13.21 klo 12.00.00 ip.;0.024;;;;;
2904;01.13.21 klo 01.00.00 ip.;0.024;;;;;
2905;01.13.21 klo 02.00.00 ip.;0.024;;;;;
2906;01.13.21 klo 03.00.00 ip.;0.024;;;;;
2907;01.13.21 klo 04.00.00 ip.;0.024;;;;;
2908;01.13.21 klo 05.00.00 ip.;0.024;;;;;
2909;01.13.21 klo 06.00.00 ip.;0.024;;;;;
2910;01.13.21 klo 07.00.00 ip.;0.024;;;;;
2911;01.13.21 klo 08.00.00 ip.;0.024;;;;;
2912;01.13.21 klo 09.00.00 ip.;0.024;;;;;
2913;01.13.21 klo 10.00.00 ip.;0.024;;;;;
2914;01.13.21 klo 11.00.00 ip.;0.024;;;;;
2915;01.14.21 klo 12.00.00 ap.;0.024;;;;;
2916;01.14.21 klo 01.00.00 ap.;0.024;;;;;
2917;01.14.21 klo 02.00.00 ap.;0.024;;;;;
2918;01.14.21 klo 03.00.00 ap.;0.024;;;;;
2919;01.14.21 klo 04.00.00 ap.;0.024;;;;;
2920;01.14.21 klo 05.00.00 ap.;0.024;;;;;
2921;01.14.21 klo 06.00.00 ap.;0.024;;;;;
2922;01.14.21 klo 07.00.00 ap.;0.024;;;;;
2923;01.14.21 klo 08.00.00 ap.;0.024;;;;;
2924;01.14.21 klo 09.00.00 ap.;0.024;;;;;
2925;01.14.21 klo 10.00.00 ap.;0.024;;;;;
2926;01.14.21 klo 11.00.00 ap.;0.024;;;;;
2927;01.14.21 klo 12.00.00 ip.;0.024;;;;;
2928;01.14.21 klo 01.00.00 ip.;0.024;;;;;
2929;01.14.21 klo 02.00.00 ip.;0.024;;;;;
2930;01.14.21 klo 03.00.00 ip.;0.024;;;;;
2931;01.14.21 klo 04.00.00 ip.;0.024;;;;;
2932;01.14.21 klo 05.00.00 ip.;0.024;;;;;
2933;01.14.21 klo 06.00.00 ip.;0.024;;;;;
2934;01.14.21 klo 07.00.00 ip.;0.024;;;;;
2935;01.14.21 klo 08.00.00 ip.;0.024;;;;;
2936;01.14.21 klo 09.00.00 ip.;0.024;;;;;
2937;01.14.21 klo 10.00.00 ip.;0.024;;;;;
2938;01.14.21 klo 11.00.00 ip.;0.024;;;;;
2939;01.15.21 klo 12.00.00 ap.;0.024;;;;;
2940;01.15.21 klo 01.00.00 ap.;0.024;;;;;
2941;01.15.21 klo 02.00.00 ap.;0.024;;;;;
2942;01.15.21 klo 03.00.00 ap.;0.024;;;;;
2943;01.15.21 klo 04.00.00 ap.;0.024;;;;;
2944;01.15.21 klo 05.00.00 ap.;0.024;;;;;
2945;01.15.21 klo 06.00.00 ap.;0.024;;;;;
2946;01.15.21 klo 07.00.00 ap.;0.024;;;;;
2947;01.15.21 klo 08.00.00 ap.;0.024;;;;;
2948;01.15.21 klo 09.00.00 ap.;0.024;;;;;
2949;01.15.21 klo 10.00.00 ap.;0.024;;;;;
2950;01.15.21 klo 11.00.00 ap.;0.024;;;;;
2951;01.15.21 klo 12.00.00 ip.;0.024;;;;;
2952;01.15.21 klo 01.00.00 ip.;0.024;;;;;
2953;01.15.21 klo 02.00.00 ip.;0.024;;;;;
2954;01.15.21 klo 03.00.00 ip.;0.024;;;;;
2955;01.15.21 klo 04.00.00 ip.;0.024;;;;;
2956;01.15.21 klo 05.00.00 ip.;0.024;;;;;
2957;01.15.21 klo 06.00.00 ip.;0.024;;;;;
2958;01.15.21 klo 07.00.00 ip.;0.024;;;;;
2959;01.15.21 klo 08.00.00 ip.;0.024;;;;;
2960;01.15.21 klo 09.00.00 ip.;0.024;;;;;
2961;01.15.21 klo 10.00.00 ip.;0.024;;;;;
2962;01.15.21 klo 11.00.00 ip.;0.024;;;;;
2963;01.16.21 klo 12.00.00 ap.;0.024;;;;;
2964;01.16.21 klo 01.00.00 ap.;0.024;;;;;
2965;01.16.21 klo 02.00.00 ap.;0.024;;;;;
2966;01.16.21 klo 03.00.00 ap.;0.024;;;;;
2967;01.16.21 klo 04.00.00 ap.;0.024;;;;;
2968;01.16.21 klo 05.00.00 ap.;0.024;;;;;
2969;01.16.21 klo 06.00.00 ap.;0.024;;;;;
2970;01.16.21 klo 07.00.00 ap.;0.024;;;;;
2971;01.16.21 klo 08.00.00 ap.;0.024;;;;;
2972;01.16.21 klo 09.00.00 ap.;0.024;;;;;
2973;01.16.21 klo 10.00.00 ap.;0.024;;;;;
2974;01.16.21 klo 11.00.00 ap.;0.024;;;;;
2975;01.16.21 klo 12.00.00 ip.;0.024;;;;;
2976;01.16.21 klo 01.00.00 ip.;0.024;;;;;
2977;01.16.21 klo 02.00.00 ip.;0.024;;;;;
2978;01.16.21 klo 03.00.00 ip.;0.024;;;;;
2979;01.16.21 klo 04.00.00 ip.;0.024;;;;;
2980;01.16.21 klo 05.00.00 ip.;0.024;;;;;
2981;01.16.21 klo 06.00.00 ip.;0.024;;;;;
2982;01.16.21 klo 07.00.00 ip.;0.024;;;;;
2983;01.16.21 klo 08.00.00 ip.;0.024;;;;;
2984;01.16.21 klo 09.00.00 ip.;0.024;;;;;
2985;01.16.21 klo 10.00.00 ip.;0.024;;;;;
2986;01.16.21 klo 11.00.00 ip.;0.024;;;;;
2987;01.17.21 klo 12.00.00 ap.;0.024;;;;;
2988;01.17.21 klo 01.00.00 ap.;0.024;;;;;
2989;01.17.21 klo 02.00.00 ap.;0.024;;;;;
2990;01.17.21 klo 03.00.00 ap.;0.024;;;;;
2991;01.17.21 klo 04.00.00 ap.;0.024;;;;;
2992;01.17.21 klo 05.00.00 ap.;0.024;;;;;
2993;01.17.21 klo 06.00.00 ap.;0.024;;;;;
2994;01.17.21 klo 07.00.00 ap.;0.024;;;;;
2995;01.17.21 klo 08.00.00 ap.;0.024;;;;;
2996;01.17.21 klo 09.00.00 ap.;0.024;;;;;
2997;01.17.21 klo 10.00.00 ap.;0.024;;;;;
2998;01.17.21 klo 11.00.00 ap.;0.024;;;;;
2999;01.17.21 klo 12.00.00 ip.;0.024;;;;;
3000;01.17.21 klo 01.00.00 ip.;0.024;;;;;
3001;01.17.21 klo 02.00.00 ip.;0.024;;;;;
3002;01.17.21 klo 03.00.00 ip.;0.024;;;;;
3003;01.17.21 klo 04.00.00 ip.;0.024;;;;;
3004;01.17.21 klo 05.00.00 ip.;0.024;;;;;
3005;01.17.21 klo 06.00.00 ip.;0.024;;;;;
3006;01.17.21 klo 07.00.00 ip.;0.024;;;;;
3007;01.17.21 klo 08.00.00 ip.;0.024;;;;;
3008;01.17.21 klo 09.00.00 ip.;0.024;;;;;
3009;01.17.21 klo 10.00.00 ip.;0.024;;;;;
3010;01.17.21 klo 11.00.00 ip.;0.024;;;;;
3011;01.18.21 klo 12.00.00 ap.;0.024;;;;;
3012;01.18.21 klo 01.00.00 ap.;0.024;;;;;
3013;01.18.21 klo 02.00.00 ap.;0.024;;;;;
3014;01.18.21 klo 03.00.00 ap.;0.024;;;;;
3015;01.18.21 klo 04.00.00 ap.;0.024;;;;;
3016;01.18.21 klo 05.00.00 ap.;0.024;;;;;
3017;01.18.21 klo 06.00.00 ap.;0.024;;;;;
3018;01.18.21 klo 07.00.00 ap.;0.024;;;;;
3019;01.18.21 klo 08.00.00 ap.;0.024;;;;;
3020;01.18.21 klo 09.00.00 ap.;0.024;;;;;
3021;01.18.21 klo 10.00.00 ap.;0.024;;;;;
3022;01.18.21 klo 11.00.00 ap.;0.024;;;;;
3023;01.18.21 klo 12.00.00 ip.;0.024;;;;;
3024;01.18.21 klo 01.00.00 ip.;0.024;;;;;
3025;01.18.21 klo 02.00.00 ip.;0.024;;;;;
3026;01.18.21 klo 03.00.00 ip.;0.024;;;;;
3027;01.18.21 klo 04.00.00 ip.;0.024;;;;;
3028;01.18.21 klo 05.00.00 ip.;0.024;;;;;
3029;01.18.21 klo 06.00.00 ip.;0.024;;;;;
3030;01.18.21 klo 07.00.00 ip.;0.024;;;;;
3031;01.18.21 klo 08.00.00 ip.;0.024;;;;;
3032;01.18.21 klo 09.00.00 ip.;0.024;;;;;
3033;01.18.21 klo 10.00.00 ip.;0.024;;;;;
3034;01.18.21 klo 11.00.00 ip.;0.024;;;;;
3035;01.19.21 klo 12.00.00 ap.;0.024;;;;;
3036;01.19.21 klo 01.00.00 ap.;0.024;;;;;
3037;01.19.21 klo 02.00.00 ap.;0.024;;;;;
3038;01.19.21 klo 03.00.00 ap.;0.024;;;;;
3039;01.19.21 klo 04.00.00 ap.;0.024;;;;;
3040;01.19.21 klo 05.00.00 ap.;0.024;;;;;
3041;01.19.21 klo 06.00.00 ap.;0.024;;;;;
3042;01.19.21 klo 07.00.00 ap.;0.024;;;;;
3043;01.19.21 klo 08.00.00 ap.;0.024;;;;;
3044;01.19.21 klo 09.00.00 ap.;0.024;;;;;
3045;01.19.21 klo 10.00.00 ap.;0.024;;;;;
3046;01.19.21 klo 11.00.00 ap.;0.024;;;;;
3047;01.19.21 klo 12.00.00 ip.;0.024;;;;;
3048;01.19.21 klo 01.00.00 ip.;0.024;;;;;
3049;01.19.21 klo 02.00.00 ip.;0.024;;;;;
3050;01.19.21 klo 03.00.00 ip.;0.024;;;;;
3051;01.19.21 klo 04.00.00 ip.;0.024;;;;;
3052;01.19.21 klo 05.00.00 ip.;0.024;;;;;
3053;01.19.21 klo 06.00.00 ip.;0.024;;;;;
3054;01.19.21 klo 07.00.00 ip.;0.024;;;;;
3055;01.19.21 klo 08.00.00 ip.;0.024;;;;;
3056;01.19.21 klo 09.00.00 ip.;0.024;;;;;
3057;01.19.21 klo 10.00.00 ip.;0.024;;;;;
3058;01.19.21 klo 11.00.00 ip.;0.024;;;;;
3059;01.20.21 klo 12.00.00 ap.;0.024;;;;;
3060;01.20.21 klo 01.00.00 ap.;0.024;;;;;
3061;01.20.21 klo 02.00.00 ap.;0.024;;;;;
3062;01.20.21 klo 03.00.00 ap.;0.024;;;;;
3063;01.20.21 klo 04.00.00 ap.;0.024;;;;;
3064;01.20.21 klo 05.00.00 ap.;0.024;;;;;
3065;01.20.21 klo 06.00.00 ap.;0.024;;;;;
3066;01.20.21 klo 07.00.00 ap.;0.024;;;;;
3067;01.20.21 klo 08.00.00 ap.;0.024;;;;;
3068;01.20.21 klo 09.00.00 ap.;0.024;;;;;
3069;01.20.21 klo 10.00.00 ap.;0.024;;;;;
3070;01.20.21 klo 11.00.00 ap.;0.024;;;;;
3071;01.20.21 klo 12.00.00 ip.;0.024;;;;;
3072;01.20.21 klo 01.00.00 ip.;0.024;;;;;
3073;01.20.21 klo 02.00.00 ip.;0.024;;;;;
3074;01.20.21 klo 03.00.00 ip.;0.024;;;;;
3075;01.20.21 klo 04.00.00 ip.;0.024;;;;;
3076;01.20.21 klo 05.00.00 ip.;0.024;;;;;
3077;01.20.21 klo 06.00.00 ip.;0.024;;;;;
3078;01.20.21 klo 07.00.00 ip.;0.024;;;;;
3079;01.20.21 klo 08.00.00 ip.;0.024;;;;;
3080;01.20.21 klo 09.00.00 ip.;0.024;;;;;
3081;01.20.21 klo 10.00.00 ip.;0.024;;;;;
3082;01.20.21 klo 11.00.00 ip.;0.024;;;;;
3083;01.21.21 klo 12.00.00 ap.;0.024;;;;;
3084;01.21.21 klo 01.00.00 ap.;0.024;;;;;
3085;01.21.21 klo 02.00.00 ap.;0.024;;;;;
3086;01.21.21 klo 03.00.00 ap.;0.024;;;;;
3087;01.21.21 klo 04.00.00 ap.;0.024;;;;;
3088;01.21.21 klo 05.00.00 ap.;0.024;;;;;
3089;01.21.21 klo 06.00.00 ap.;0.024;;;;;
3090;01.21.21 klo 07.00.00 ap.;0.024;;;;;
3091;01.21.21 klo 08.00.00 ap.;0.024;;;;;
3092;01.21.21 klo 09.00.00 ap.;0.024;;;;;
3093;01.21.21 klo 10.00.00 ap.;0.024;;;;;
3094;01.21.21 klo 11.00.00 ap.;0.024;;;;;
3095;01.21.21 klo 12.00.00 ip.;0.024;;;;;
3096;01.21.21 klo 01.00.00 ip.;0.024;;;;;
3097;01.21.21 klo 02.00.00 ip.;0.024;;;;;
3098;01.21.21 klo 03.00.00 ip.;0.024;;;;;
3099;01.21.21 klo 04.00.00 ip.;0.024;;;;;
3100;01.21.21 klo 05.00.00 ip.;0.024;;;;;
3101;01.21.21 klo 06.00.00 ip.;0.024;;;;;
3102;01.21.21 klo 07.00.00 ip.;0.024;;;;;
3103;01.21.21 klo 08.00.00 ip.;0.024;;;;;
3104;01.21.21 klo 09.00.00 ip.;0.024;;;;;
3105;01.21.21 klo 10.00.00 ip.;0.024;;;;;
3106;01.21.21 klo 11.00.00 ip.;0.024;;;;;
3107;01.22.21 klo 12.00.00 ap.;0.024;;;;;
3108;01.22.21 klo 01.00.00 ap.;0.024;;;;;
3109;01.22.21 klo 02.00.00 ap.;0.024;;;;;
3110;01.22.21 klo 03.00.00 ap.;0.024;;;;;
3111;01.22.21 klo 04.00.00 ap.;0.024;;;;;
3112;01.22.21 klo 05.00.00 ap.;0.024;;;;;
3113;01.22.21 klo 06.00.00 ap.;0.024;;;;;
3114;01.22.21 klo 07.00.00 ap.;0.024;;;;;
3115;01.22.21 klo 08.00.00 ap.;0.024;;;;;
3116;01.22.21 klo 09.00.00 ap.;0.024;;;;;
3117;01.22.21 klo 10.00.00 ap.;0.024;;;;;
3118;01.22.21 klo 11.00.00 ap.;0.024;;;;;
3119;01.22.21 klo 12.00.00 ip.;0.024;;;;;
3120;01.22.21 klo 01.00.00 ip.;0.024;;;;;
3121;01.22.21 klo 02.00.00 ip.;0.024;;;;;
3122;01.22.21 klo 03.00.00 ip.;0.024;;;;;
3123;01.22.21 klo 04.00.00 ip.;0.024;;;;;
3124;01.22.21 klo 05.00.00 ip.;0.024;;;;;
3125;01.22.21 klo 06.00.00 ip.;0.024;;;;;
3126;01.22.21 klo 07.00.00 ip.;0.024;;;;;
3127;01.22.21 klo 08.00.00 ip.;0.024;;;;;
3128;01.22.21 klo 09.00.00 ip.;0.024;;;;;
3129;01.22.21 klo 10.00.00 ip.;0.024;;;;;
3130;01.22.21 klo 11.00.00 ip.;0.024;;;;;
3131;01.23.21 klo 12.00.00 ap.;0.024;;;;;
3132;01.23.21 klo 01.00.00 ap.;0.024;;;;;
3133;01.23.21 klo 02.00.00 ap.;0.024;;;;;
3134;01.23.21 klo 03.00.00 ap.;0.024;;;;;
3135;01.23.21 klo 04.00.00 ap.;0.024;;;;;
3136;01.23.21 klo 05.00.00 ap.;0.024;;;;;
3137;01.23.21 klo 06.00.00 ap.;0.024;;;;;
3138;01.23.21 klo 07.00.00 ap.;0.024;;;;;
3139;01.23.21 klo 08.00.00 ap.;0.024;;;;;
3140;01.23.21 klo 09.00.00 ap.;0.024;;;;;
3141;01.23.21 klo 10.00.00 ap.;0.024;;;;;
3142;01.23.21 klo 11.00.00 ap.;0.024;;;;;
3143;01.23.21 klo 12.00.00 ip.;0.024;;;;;
3144;01.23.21 klo 01.00.00 ip.;0.024;;;;;
3145;01.23.21 klo 02.00.00 ip.;0.024;;;;;
3146;01.23.21 klo 03.00.00 ip.;0.024;;;;;
3147;01.23.21 klo 04.00.00 ip.;0.024;;;;;
3148;01.23.21 klo 05.00.00 ip.;0.024;;;;;
3149;01.23.21 klo 06.00.00 ip.;0.024;;;;;
3150;01.23.21 klo 07.00.00 ip.;0.024;;;;;
3151;01.23.21 klo 08.00.00 ip.;0.024;;;;;
3152;01.23.21 klo 09.00.00 ip.;0.024;;;;;
3153;01.23.21 klo 10.00.00 ip.;0.024;;;;;
3154;01.23.21 klo 11.00.00 ip.;0.024;;;;;
3155;01.24.21 klo 12.00.00 ap.;0.024;;;;;
3156;01.24.21 klo 01.00.00 ap.;0.024;;;;;
3157;01.24.21 klo 02.00.00 ap.;0.024;;;;;
3158;01.24.21 klo 03.00.00 ap.;0.024;;;;;
3159;01.24.21 klo 04.00.00 ap.;0.024;;;;;
3160;01.24.21 klo 05.00.00 ap.;0.024;;;;;
3161;01.24.21 klo 06.00.00 ap.;0.024;;;;;
3162;01.24.21 klo 07.00.00 ap.;0.024;;;;;
3163;01.24.21 klo 08.00.00 ap.;0.024;;;;;
3164;01.24.21 klo 09.00.00 ap.;0.024;;;;;
3165;01.24.21 klo 10.00.00 ap.;0.024;;;;;
3166;01.24.21 klo 11.00.00 ap.;0.024;;;;;
3167;01.24.21 klo 12.00.00 ip.;0.024;;;;;
3168;01.24.21 klo 01.00.00 ip.;0.024;;;;;
3169;01.24.21 klo 02.00.00 ip.;0.024;;;;;
3170;01.24.21 klo 03.00.00 ip.;0.024;;;;;
3171;01.24.21 klo 04.00.00 ip.;0.024;;;;;
3172;01.24.21 klo 05.00.00 ip.;0.024;;;;;
3173;01.24.21 klo 06.00.00 ip.;0.024;;;;;
3174;01.24.21 klo 07.00.00 ip.;0.024;;;;;
3175;01.24.21 klo 08.00.00 ip.;0.024;;;;;
3176;01.24.21 klo 09.00.00 ip.;0.024;;;;;
3177;01.24.21 klo 10.00.00 ip.;0.024;;;;;
3178;01.24.21 klo 11.00.00 ip.;0.024;;;;;
3179;01.25.21 klo 12.00.00 ap.;0.024;;;;;
3180;01.25.21 klo 01.00.00 ap.;0.024;;;;;
3181;01.25.21 klo 02.00.00 ap.;0.024;;;;;
3182;01.25.21 klo 03.00.00 ap.;0.024;;;;;
3183;01.25.21 klo 04.00.00 ap.;0.024;;;;;
3184;01.25.21 klo 05.00.00 ap.;0.024;;;;;
3185;01.25.21 klo 06.00.00 ap.;0.024;;;;;
3186;01.25.21 klo 07.00.00 ap.;0.024;;;;;
3187;01.25.21 klo 08.00.00 ap.;0.024;;;;;
3188;01.25.21 klo 09.00.00 ap.;0.024;;;;;
3189;01.25.21 klo 10.00.00 ap.;0.024;;;;;
3190;01.25.21 klo 11.00.00 ap.;0.024;;;;;
3191;01.25.21 klo 12.00.00 ip.;0.024;;;;;
3192;01.25.21 klo 01.00.00 ip.;0.024;;;;;
3193;01.25.21 klo 02.00.00 ip.;0.024;;;;;
3194;01.25.21 klo 03.00.00 ip.;0.024;;;;;
3195;01.25.21 klo 04.00.00 ip.;0.024;;;;;
3196;01.25.21 klo 05.00.00 ip.;0.024;;;;;
3197;01.25.21 klo 06.00.00 ip.;0.024;;;;;
3198;01.25.21 klo 07.00.00 ip.;0.024;;;;;
3199;01.25.21 klo 08.00.00 ip.;0.024;;;;;
3200;01.25.21 klo 09.00.00 ip.;0.024;;;;;
3201;01.25.21 klo 10.00.00 ip.;0.024;;;;;
3202;01.25.21 klo 11.00.00 ip.;0.024;;;;;
